
@RELATION dm_prak

@ATTRIBUTE filename string
@ATTRIBUTE class {K1, K2, K3, K4, K5, K6, K7, K8}

@DATA
K3-38.jpg, K3
K3-39.jpg, K3
K3-40.jpg, K3
K3-41.jpg, K3
K3-42.jpg, K3
K3-43.jpg, K3
K3-44.jpg, K3
K3-45.jpg, K3
K3-46.jpg, K3
K3-47.jpg, K3
K3-48.jpg, K3
K3-49.jpg, K3
K3-50.jpg, K3
K3-51.jpg, K3
K3-52.jpg, K3
K3-53.jpg, K3
K3-54.jpg, K3
K3-55.jpg, K3
K3-56.jpg, K3
K3-57.jpg, K3
K3-58.jpg, K3
K3-59.jpg, K3
K3-60.jpg, K3
K3-61.jpg, K3
K3-62.jpg, K3
K3-63.jpg, K3
K3-64.jpg, K3
K3-65.jpg, K3
K3-66.jpg, K3
K3-67.jpg, K3
K4-10.jpg, K4
K4-11.jpg, K4
K4-12.jpg, K4
K4-13.jpg, K4
K4-14.jpg, K4
K4-15.jpg, K4
K4-16.jpg, K4
K4-17.jpg, K4
K4-18.jpg, K4
K4-19.jpg, K4
K4-20.jpg, K4
K4-21.jpg, K4
K4-22.jpg, K4
K4-23.jpg, K4
K4-24.jpg, K4
K4-25.jpg, K4
K4-26.jpg, K4
K4-27.jpg, K4
K4-28.jpg, K4
K4-29.jpg, K4
K4-30.jpg, K4
K4-31.jpg, K4
K4-32.jpg, K4
K4-33.jpg, K4
K4-34.jpg, K4
K4-35.jpg, K4
K4-36.jpg, K4
K4-37.jpg, K4
K4-38.jpg, K4
K4-39.jpg, K4
K4-40.jpg, K4
K4-41.jpg, K4
K4-42.jpg, K4
K4-43.jpg, K4
K4-44.jpg, K4
K4-45.jpg, K4
K4-46.jpg, K4
K4-47.jpg, K4
K4-48.jpg, K4
K4-49.jpg, K4
K4-50.jpg, K4
K4-51.jpg, K4
K4-52.jpg, K4
K4-53.jpg, K4
K4-54.jpg, K4
K4-55.jpg, K4
K4-56.jpg, K4
K4-57.jpg, K4
K4-58.jpg, K4
K4-59.jpg, K4
K4-60.jpg, K4
K4-61.jpg, K4
K4-62.jpg, K4
K4-63.jpg, K4
K4-64.jpg, K4
K4-65.jpg, K4
K4-66.jpg, K4
K4-67.jpg, K4
K4-68.jpg, K4
K4-69.jpg, K4
K4-70.jpg, K4
K4-71.jpg, K4
K4-72.jpg, K4
K4-73.jpg, K4
K4-74.jpg, K4
K4-75.jpg, K4
K4-76.jpg, K4
K4-77.jpg, K4
K4-78.jpg, K4
K4-79.jpg, K4
K4-80.jpg, K4
K4-81.jpg, K4
K4-82.jpg, K4
K4-83.jpg, K4
K4-84.jpg, K4
K4-85.jpg, K4
K4-86.jpg, K4
K4-87.jpg, K4
K4-88.jpg, K4
K4-89.jpg, K4
K4-90.jpg, K4
K4-91.jpg, K4
K4-92.jpg, K4
K4-93.jpg, K4
K4-94.jpg, K4
K4-95.jpg, K4
K4-96.jpg, K4
K4-97.jpg, K4
K4-98.jpg, K4
K4-99.jpg, K4
K4-100.jpg, K4
K4-101.jpg, K4
K4-102.jpg, K4
K4-103.jpg, K4
K4-104.jpg, K4
K4-105.jpg, K4
K4-106.jpg, K4
K4-107.jpg, K4
K4-108.jpg, K4
K4-109.jpg, K4
K4-110.jpg, K4
K4-111.jpg, K4
K4-112.jpg, K4
K4-113.jpg, K4
K4-114.jpg, K4
K4-115.jpg, K4
K4-116.jpg, K4
K4-117.jpg, K4
K4-118.jpg, K4
K4-119.jpg, K4
K4-120.jpg, K4
K4-121.jpg, K4
K4-122.jpg, K4
K4-123.jpg, K4
K4-124.jpg, K4
K4-125.jpg, K4
K4-126.jpg, K4
K4-127.jpg, K4
K4-128.jpg, K4
K4-129.jpg, K4
K4-130.jpg, K4
K4-131.jpg, K4
K4-132.jpg, K4
K4-133.jpg, K4
K4-134.jpg, K4
K4-135.jpg, K4
K4-136.jpg, K4
K4-137.jpg, K4
K4-138.jpg, K4
K4-139.jpg, K4
K4-140.jpg, K4
K4-141.jpg, K4
K4-142.jpg, K4
K4-143.jpg, K4
K4-144.jpg, K4
K4-145.jpg, K4
K4-146.jpg, K4
K4-147.jpg, K4
K5-10.jpg, K5
K5-11.jpg, K5
K5-12.jpg, K5
K5-13.jpg, K5
K5-14.jpg, K5
K5-15.jpg, K5
K5-16.jpg, K5
K5-17.jpg, K5
K5-18.jpg, K5
K5-19.jpg, K5
K5-20.jpg, K5
K5-21.jpg, K5
K5-22.jpg, K5
K5-23.jpg, K5
K5-24.jpg, K5
K5-25.jpg, K5
K5-26.jpg, K5
K5-27.jpg, K5
K5-28.jpg, K5
K5-29.jpg, K5
K5-30.jpg, K5
K5-31.jpg, K5
K5-32.jpg, K5
K5-33.jpg, K5
K5-34.jpg, K5
K5-35.jpg, K5
K5-36.jpg, K5
K5-37.jpg, K5
K5-38.jpg, K5
K5-39.jpg, K5
K5-40.jpg, K5
K5-41.jpg, K5
K5-42.jpg, K5
K5-43.jpg, K5
K5-44.jpg, K5
K5-45.jpg, K5
K5-46.jpg, K5
K5-47.jpg, K5
K5-48.jpg, K5
K5-49.jpg, K5
K5-50.jpg, K5
K5-51.jpg, K5
K5-52.jpg, K5
K5-53.jpg, K5
K5-54.jpg, K5
K5-55.jpg, K5
K5-56.jpg, K5
K5-57.jpg, K5
K5-58.jpg, K5
K5-59.jpg, K5
K5-60.jpg, K5
K5-61.jpg, K5
K6-10.jpg, K6
K6-11.jpg, K6
K6-12.jpg, K6
K6-13.jpg, K6
K6-14.jpg, K6
K6-15.jpg, K6
K6-16.jpg, K6
K6-17.jpg, K6
K6-18.jpg, K6
K6-19.jpg, K6
K6-20.jpg, K6
K6-21.jpg, K6
K6-22.jpg, K6
K6-23.jpg, K6
K6-24.jpg, K6
K6-25.jpg, K6
K6-26.jpg, K6
K6-27.jpg, K6
K6-28.jpg, K6
K6-29.jpg, K6
K6-30.jpg, K6
K6-31.jpg, K6
K6-32.jpg, K6
K6-33.jpg, K6
